TOKEN	FREQ
في	43
من	40
على	32
الله	20
العنصرية	17
أن	16
الناس	16
الإسلام	15
ولا	15
لا	14
عليه	11
إلى	10
أو	9
قال	9
يا	9
آن	8
التي	7
كما	7
واحد	7
وسلم	7
إلا	6
الإنسان	6
العالم	6
بين	6
صلي	6
النبي	5
ايها	5
تعالى	5
حقوق	5
عن	5
لقد	5
لم	5
له	5
ما	5
وقد	5
ولم	5
وهو	5
إن	4
التمييز	4
الحجرات	4
المسلمين	4
بن	4
خلال	4
فيه	4
قوم	4
كل	4
منها	4
هذه	4
هو	4
أسود	3
أنا	3
ابن	3
الأرض	3
الإنسانية	3
السوداء	3
الصحابة	3
الصلاة	3
العربية	3
العصر	3
القضاء	3
المجتمعات	3
الواحد	3
بل	3
بنت	3
ثم	3
جاء	3
ذلك	3
زيد	3
سورة	3
عربي	3
عصبية	3
عليها	3
عنصريون	3
فضل	3
فقط	3
كيف	3
للقضاء	3
مختلفة	3
منا	3
نحن	3
نظام	3
هل	3
وأن	3
والسلام	3
وهي	3
ويوم	3
يجب	3
أباكم	2
أتقاكم	2
أحمر	2
أخاهم	2
أساس	2
أسامة	2
أسباب	2
أشكال	2
أعجمي	2
أكرمكم	2
أنة	2
أنفسنا	2
أولا	2
أي	2
أيضا	2
إله	2
اعبدوا	2
الآن	2
التاريخ	2
التغيير	2
الجامعة	2
الحقوق	2
الخلق	2
الذي	2
الذين	2
الرقيق	2
الستار	2
السلام	2
السود	2
الضعفاء	2
العبيد	2
العرب	2
العنصري	2
العنف	2
الغرب	2
الغربي	2
الغربية	2
الفكري	2
القرآن	2
القرن	2
الكثير	2
الكرامة	2
اللون	2
المجتمع	2
المرأة	2
المساواة	2
النظرة	2
الوضع	2
بالتقوى	2
بالحديث	2
بعد	2
بعض	2
بلال	2
بما	2
بنى	2
تزوج	2
تصون	2
تغيير	2
جحش	2
جل	2
حتى	2
خطته	2
خلقناكم	2
خيرا	2
دعا	2
ذكر	2
ربكم	2
ربما	2
رضي	2
زينب	2
شعوبا	2
شك	2
ﷺ	2
عام	2
عتيق	2
عسى	2
عند	2
غيرة	2
فآننا	2
فترات	2
فتكا	2
فقال	2
فلا	2
فهذه	2
قد	2
كان	2
لتعارفوا	2
لعربي	2
لكم	2
للإنسان	2
لله	2
لونهم	2
ليس	2
ليعلن	2
مجتمع	2
مظاهر	2
مع	2
معاملة	2
مكان	2
منهم	2
نزل	2
نساء	2
نظرة	2
هذا	2
هي	2
وآن	2
وأنثى	2
والنفسي	2
والي	2
وباء	2
وبناء	2
وتحفظ	2
وجعلناكم	2
وضع	2
وفي	2
وقبائل	2
وقدم	2
ولما	2
وليس	2
ومن	2
يسدل	2
يعاني	2
يكتف	2
يكن	2
يكون	2
آجل	1
آخذها	1
آخر	1
آدم	1
آفلا	1
آلا	1
آلامه	1
آلية	1
آليك	1
آننا	1
آنها	1
آنهم	1
أبرز	1
أبناء	1
أبو	1
أبوه	1
أجمعين	1
أحد	1
أحدهم	1
أحمد	1
أحوج	1
أخت	1
أخوة	1
أدنى	1
أذهب	1
أردنا	1
أرسى	1
أرفع	1
أروع	1
أسبابا	1
أسدية	1
أسوأ	1
أشد	1
أصبحت	1
أصل	1
أفريقيا	1
أقدم	1
أقوامهم	1
ألح	1
ألسنة	1
أم	1
أمام	1
أمريكا	1
أنزال	1
أنفسكم	1
أننا	1
أنه	1
أهداف	1
أهم	1
أول	1
أيها	1
إخوانهم	1
إطار	1
إقرار	1
إما	1
إنجازا	1
إنساني	1
إنما	1
احلك	1
اختلاف	1
ادت	1
اراك	1
اعتداء	1
اعتنى	1
اعوذ	1
افتتحت	1
الآفة	1
الآلاف	1
الأجهزة	1
الأخطاء	1
الأخلاق	1
الأخوة	1
الأديان	1
الأراضي	1
الأعراف	1
الأمثال	1
الأمراض	1
الأمريكيتين	1
الأمس	1
الأمنية	1
الأمور	1
الأنبياء	1
الأنعام	1
الأوروبية	1
الأيمان	1
الإرشاد	1
الإسلامي	1
الاختلاف	1
الاستعباد	1
الاسم	1
الاعتبارات	1
الانتماءات	1
الباب	1
البشر	1
البشرة	1
البشري	1
البيضاء	1
البيوت	1
التأكيد	1
التحرير	1
التعارف	1
التفاضل	1
التقدم	1
التقوى	1
التكنولوجيا	1
التنافر	1
التنوع	1
الجاهلي	1
الجاهلية	1
الجديدة	1
الجيش	1
الحاجات	1
الحال	1
الحالي	1
الحديث	1
الحروب	1
الحسب	1
الحمد	1
الحياة	1
الخائنين	1
الخطاب	1
الخطيرة	1
الدعوة	1
الدنيا	1
الدول	1
الديني	1
الرحمن	1
الرق	1
الزكاة	1
الزيجات	1
السؤال	1
السابق	1
السيدة	1
الشديد	1
الطائفية	1
الظالمون	1
العالمي	1
العالمين	1
العام	1
العجم	1
العديد	1
العرق	1
العصرنه	1
العصور	1
العمل	1
العولمة	1
الغارقة	1
الغفاري	1
الفاتحة	1
الفتنة	1
الفرقة	1
الفسوق	1
الفصل	1
الفقراء	1
الفكر	1
القوانين	1
الكتاب	1
الكراهية	1
الكريم	1
الكل	1
اللوم	1
المبنية	1
المتطرف	1
المتعصبه	1
المتفشية	1
المتكررة	1
المحاور	1
المدارس	1
المدينة	1
المريضة	1
المسائل	1
المستقبل	1
المسلمون	1
المشايخ	1
المصحف	1
المصدر	1
المظلومين	1
المعلن	1
الملاعب	1
الملايين	1
المنازل	1
المناطق	1
المنوره	1
المواطنة	1
الموالي	1
النبوي	1
النداء	1
النساء	1
الوثيقة	1
الوحدة	1
الوداع	1
الوعي	1
اليمين	1
اليوم	1
امنوا	1
انخدعنا	1
انزلنا	1
انشاكم	1
ب	1
بآمر	1
بأمة	1
بأنة	1
بئس	1
بالآباء	1
بالألقاب	1
بالحرمان	1
بالحق	1
بالسرقة	1
بالصلاة	1
بالمجتمعات	1
باليتيم	1
بحقب	1
براءته	1
برب	1
بسلام	1
بشفافية	1
بطولة	1
بعث	1
بعثت	1
بعثته	1
بكشف	1
بلا	1
بلالا	1
بمجتمعاتنا	1
بميزة	1
بناتها	1
بنسبة	1
بني	1
بينت	1
تأبى	1
تاره	1
تباع	1
تبررها	1
تبيان	1
تتقون	1
تتكون	1
تثبيت	1
تجارة	1
تجاهلنا	1
تجاوزوها	1
تحت	1
تحسين	1
تحميها	1
تراب	1
ترتيب	1
تزيد	1
تسمح	1
تشريعات	1
تشكل	1
تعد	1
تعرض	1
تعظم	1
تعلن	1
تغطيها	1
تفسير	1
تفشت	1
تقرير	1
تقوم	1
تكن	1
تكون	1
تلمزوا	1
تمنع	1
تمنعه	1
تنابزوا	1
توبوا	1
ثالثا	1
ثانيا	1
ثمود	1
جديدا	1
جديدة	1
جمعاء	1
جميعا	1
جنوب	1
جهات	1
جهد	1
جيش	1
حارب	1
حارثة	1
حالة	1
حبشي	1
حجة	1
حداثة	1
حراستها	1
حرج	1
حريته	1
حقوقهم	1
حلولا	1
حماية	1
حول	1
حيث	1
حين	1
خاطر	1
خبير	1
خدعنا	1
خروقات	1
خصيما	1
خطة	1
خططا	1
خلق	1
دخل	1
درج	1
دستور	1
دعوة	1
دون	1
ديمقراطي	1
دين	1
ذا	1
ذر	1
ذوي	1
رب	1
رباح	1
ربهم	1
ربى	1
رحلة	1
رسول	1
رعاية	1
رواندا	1
رواه	1
زال	1
زهرية	1
زوج	1
زيادة	1
سب	1
سبب	1
سبقه	1
سجل	1
سلوكه	1
سليلة	1
سن	1
سنتجه	1
سواء	1
سيد	1
سيق	1
شأنه	1
شأنها	1
شبح	1
شرح	1
شكري	1
صالحا	1
صلى	1
صنعت	1
ضحايا	1
ضد	1
طبقية	1
طعن	1
طلقها	1
ظالم	1
ظاهرة	1
ظهر	1
ظهرت	1
عاد	1
عالج	1
عالجها	1
عالمي	1
عانى	1
عبد	1
عبودية	1
عبيدا	1
عديدة	1
عرف	1
عصر	1
عصرا	1
علو	1
علي	1
عليم	1
عمته	1
عمر	1
عمل	1
عملية	1
عنصري	1
عنصرية	1
عنصريتها	1
عنكم	1
عنه	1
عنهم	1
عوف	1
غاضبا	1
غزوة	1
غيرهم	1
فأوجب	1
فأولئك	1
فإنسانيته	1
فاستغفروه	1
فاطمة	1
فالإسلام	1
فالمجتمع	1
فجعلت	1
فزوج	1
فضلا	1
فقد	1
فكان	1
فلم	1
فما	1
فمجتمعاتنا	1
فوق	1
فوقية	1
فيجب	1
فيعلن	1
فيها	1
قائد	1
قائلا	1
قاتل	1
قام	1
قبل	1
قرشية	1
قريب	1
قل	1
قلوب	1
قناعات	1
قوى	1
قيادة	1
قيس	1
قيل	1
كافة	1
كانت	1
كبار	1
كثيرا	1
كثيرة	1
كرامتها	1
كفارات	1
كلكم	1
كلهم	1
كمسلمين	1
كورونا	1
لآخر	1
لآدم	1
لآن	1
لأتمم	1
لأحمر	1
لأعجمي	1
لأن	1
لأنهم	1
لابن	1
لاتهام	1
لتجفيف	1
لتحكم	1
لتعصب	1
لحق	1
لسخرية	1
لشكلهم	1
لصاحبه	1
لعتق	1
لغتهم	1
لغير	1
لقوله	1
لقوم	1
لكننا	1
لكنه	1
للآسف	1
للاختلاف	1
للاستفادة	1
للبشرية	1
للتمييز	1
للجنس	1
للخائنين	1
للعالمين	1
للعنصرية	1
للعيان	1
للناس	1
لما	1
لمز	1
لن	1
لنفسه	1
لهم	1
لو	1
ليبين	1
ليريح	1
مؤته	1
مئات	1
مات	1
مارستها	1
متراحم	1
متساند	1
متعاون	1
متعددة	1
مثال	1
مثلا	1
مثيل	1
مجتمعا	1
مجتمعاتنا	1
مجتمعنا	1
مجيب	1
مدني	1
مدير	1
مدينتي	1
مرحلة	1
مزيدا	1
مسائل	1
مسلمون	1
مسميات	1
مشاعر	1
مشهد	1
مصادر	1
معاناة	1
معنى	1
معينة	1
مقام	1
مقدم	1
مقصد	1
مكارم	1
مكتب	1
ممكنة	1
منابع	1
منازلهم	1
مناهضة	1
منذ	1
منزلة	1
منهج	1
منهن	1
موالاة	1
موضع	1
موقف	1
مولاه	1
ناهض	1
نبدأ	1
نبذ	1
نتجاهل	1
نتجه	1
نخوة	1
ندخل	1
نسب	1
نسبه	1
نسينا	1
نطرح	1
نظيرتها	1
نعالج	1
نعاني	1
نعترف	1
نعيش	1
نعيشه	1
نفسي	1
نلقى	1
نناضل	1
ننظر	1
هدفا	1
هدمت	1
هم	1
همز	1
هنا	1
هناك	1
هود	1
هودا	1
و	1
وآخر	1
وآدم	1
وآمن	1
وأباهم	1
وأبرز	1
وأخرى	1
وأخيرا	1
وأرضاهم	1
وأشكال	1
وأصحاب	1
وأصحابه	1
وأعجمي	1
وأفشلت	1
وأكرم	1
وأمها	1
وأوصى	1
وأول	1
وأيضا	1
وإذا	1
وإفرازات	1
واحدا	1
واستعمركم	1
واضح	1
واضطهاد	1
والأخوة	1
والأعلام	1
والألسنة	1
والألوان	1
والأوطان	1
والإسلامية	1
والاعتداءات	1
والبيهقي	1
والترغيب	1
والتشريعات	1
والتفرقة	1
والتناحر	1
والجور	1
والحمد	1
والظلم	1
والعشرون	1
والعشرين	1
والعنصرية	1
والقبلية	1
والقرب	1
والقومية	1
والكراهية	1
واللامساواه	1
والمذهبية	1
والمساكين	1
والمصلحين	1
والملاعب	1
والنبي	1
والنسب	1
وانما	1
وبطبيعة	1
وبعض	1
وبها	1
وبيعوا	1
وتاره	1
وتبناه	1
وتزوج	1
وتطبيقها	1
وتعاظمها	1
وتعد	1
وتكرر	1
وتنفيذها	1
وثيقة	1
وجعل	1
وجوهنا	1
وحين	1
وخططا	1
وخلقي	1
ودعا	1
ودواعي	1
وذهبت	1
ورؤية	1
ورد	1
وردت	1
ورعاية	1
ورفض	1
ورفع	1
وروحي	1
وزيد	1
وساحات	1
وشهامة	1
وضربوا	1
وضمنت	1
وطرح	1
وعالجها	1
وعتيقه	1
وعرقي	1
وعصبية	1
وعقوبته	1
وعلا	1
وعلاجها	1
وعلى	1
وعملي	1
وعن	1
وعيرة	1
وفتح	1
وفيه	1
وقال	1
وقبل	1
وقبيلتي	1
وقت	1
وقلوب	1
وقوالب	1
وكأن	1
وكانت	1
وكذلك	1
وكيف	1
ولأن	1
ولده	1
ولعل	1
ولغتهم	1
ولغتي	1
ولكن	1
ومراقبة	1
ومقال	1
وموقفا	1
ونبذ	1
ونبينا	1
ونحن	1
ونسأل	1
ونعرف	1
ونماذج	1
وننتقد	1
وها	1
وهذه	1
وهكذا	1
ويتحدد	1
ويجب	1
ويختار	1
ويرفض	1
ويعيشه	1
وينعم	1
يبذلون	1
يتب	1
يتجاوزها	1
يتركها	1
يتظاهر	1
يتوفر	1
يتولي	1
يجعل	1
يحتل	1
يحظى	1
يحكمه	1
يخدعونك	1
يخل	1
يذكر	1
يذكرنا	1
يرفضها	1
يزال	1
يزيلها	1
يسخر	1
يسير	1
يشعر	1
يشهد	1
يصلون	1
يعانون	1
يعتق	1
يعني	1
يعيشوا	1
يفرق	1
يفيد	1
يقل	1
يقول	1
يكفي	1
يكونوا	1
ينال	1
ينبغي	1
ينحدرون	1
يهودي	1
